Borehole ID,X,Y,Top,Bottom,thickness,Layer Name
239829,530021.062,3390620.414,10.0,13.3,3.3000000000000007,Silt
240189,523597.702,3385488.192,6.2,11.0,4.8,Silt
240192,523618.582,3385457.062,9.0,10.1,1.0999999999999996,Silt
240198,523637.241,3385371.881,10.0,12.0,2.0,Silt
240209,523676.398,3386513.573,9.1,13.1,4.0,Silt
240216,523651.766,3386258.57,11.0,14.5,3.5,Silt
240294,523838.505,3387392.702,9.5,11.5,2.0,Silt
240325,523826.414,3387237.6,8.0,11.1,3.0999999999999996,Silt
240335,523812.303,3387136.369,9.0,10.0,1.0,Silt
240340,523703.139,3386651.254,8.6,10.0,1.4000000000000004,Silt
240361,523730.817,3386230.87,9.6,12.4,2.8000000000000007,Silt
240363,523802.383,3387138.509,8.8,12.4,3.5999999999999996,Silt
240371,523775.662,3387101.299,6.9,11.3,4.4,Silt
240379,523769.332,3387071.739,9.0,10.8,1.8000000000000007,Silt
240386,523763.122,3386962.778,8.3,11.7,3.3999999999999986,Silt
240397,523703.75,3386778.756,7.3,12.4,5.1000000000000005,Silt
240416,523663.408,3386516.193,9.9,14.3,4.4,Silt
240419,523633.057,3386460.543,9.8,14.3,4.5,Silt
240420,523650.237,3386456.693,10.1,13.6,3.5,Silt
240424,523635.287,3386390.492,9.8,13.9,4.1,Silt
240427,523619.736,3386320.071,9.5,11.5,2.0,Silt
