Borehole ID,X,Y,Top,Bottom,thickness,Layer Name
171125,517617.942,3372272.758,16.4,19.0,2.6000000000000014,Gravel_Soil
171126,517617.242,3372242.757,15.4,19.4,3.9999999999999982,Gravel_Soil
171127,517616.541,3372212.767,14.4,18.4,3.9999999999999982,Gravel_Soil
171128,517615.841,3372182.777,15.4,17.5,2.0999999999999996,Gravel_Soil
171129,517615.141,3372152.786,14.8,16.8,2.0,Gravel_Soil
171130,517614.441,3372122.796,14.6,17.8,3.200000000000001,Gravel_Soil
171131,517613.741,3372092.796,14.4,16.0,1.5999999999999996,Gravel_Soil
171132,517613.04,3372062.805,12.9,18.0,5.1,Gravel_Soil
171133,517612.34,3372032.815,12.4,15.8,3.4000000000000004,Gravel_Soil
171134,517611.63,3372002.825,12.7,15.4,2.700000000000001,Gravel_Soil
171136,517609.23,3371942.834,14.0,20.4,6.399999999999999,Gravel_Soil
171137,517609.53,3371912.844,12.0,18.3,6.300000000000001,Gravel_Soil
171138,517603.192,3372273.098,16.6,18.9,2.299999999999997,Gravel_Soil
171139,517602.491,3372243.107,16.4,18.4,2.0,Gravel_Soil
171140,517601.791,3372213.107,14.9,15.9,1.0,Gravel_Soil
171141,517601.091,3372183.117,15.3,16.6,1.3000000000000007,Gravel_Soil
171142,517600.391,3372153.126,14.4,16.4,1.9999999999999982,Gravel_Soil
171143,517599.691,3372123.136,14.4,16.9,2.4999999999999982,Gravel_Soil
171144,517598.99,3372093.146,14.4,17.5,3.0999999999999996,Gravel_Soil
171145,517598.29,3372063.155,14.9,16.4,1.4999999999999982,Gravel_Soil
171146,517597.59,3372033.165,13.4,15.6,2.1999999999999993,Gravel_Soil
171147,517596.89,3372003.165,12.1,15.7,3.5999999999999996,Gravel_Soil
171149,517595.49,3371943.174,12.0,16.0,4.0,Gravel_Soil
171150,517594.779,3371913.194,13.0,17.2,4.199999999999999,Gravel_Soil
185642,531423.807,3379709.724,16.7,18.0,1.3000000000000007,Gravel_Soil
202050,542647.121,3372276.459,13.4,18.4,4.999999999999998,Gravel_Soil
213097,518382.07,3383033.313,19.4,20.5,1.1000000000000014,Gravel_Soil
215272,518875.273,3382662.407,16.8,18.0,1.1999999999999993,Gravel_Soil
215274,518905.804,3382677.157,15.8,23.0,7.199999999999999,Gravel_Soil
215283,519081.925,3382641.765,16.6,22.0,5.399999999999999,Gravel_Soil
215291,518825.323,3382723.848,16.2,20.3,4.100000000000001,Gravel_Soil
218394,540337.03,3354941.028,20.0,24.2,4.199999999999999,Gravel_Soil
218421,526310.715,3360776.761,19.2,25.9,6.699999999999999,Gravel_Soil
218707,515067.491,3375400.787,14.7,19.5,4.800000000000001,Gravel_Soil
218712,515012.929,3375250.915,16.5,19.0,2.5,Gravel_Soil
218777,515067.83,3375361.566,16.5,21.5,5.0,Gravel_Soil
218781,514954.448,3375204.145,16.0,18.3,2.3000000000000007,Gravel_Soil
220960,510331.666,3371485.029,12.7,16.0,3.3000000000000007,Gravel_Soil
220976,509813.039,3371203.989,15.3,19.2,3.8999999999999986,Gravel_Soil
220984,509556.935,3371092.169,15.0,17.3,2.3000000000000007,Gravel_Soil
221122,509935.94,3371261.349,15.3,21.4,6.099999999999998,Gravel_Soil
221158,509136.52,3370969.3,20.0,24.0,4.0,Gravel_Soil
228706,529948.759,3381326.571,18.3,20.4,2.099999999999998,Gravel_Soil
229670,556920.88,3381280.201,14.5,20.3,5.800000000000001,Gravel_Soil
229734,557845.598,3375352.0,17.0,17.6,0.6000000000000014,Gravel_Soil
229735,558963.511,3375407.884,13.0,15.3,2.3000000000000007,Gravel_Soil
229803,554560.372,3368243.338,13.8,19.5,5.699999999999999,Gravel_Soil
229857,520365.074,3412292.749,14.0,16.0,2.0,Gravel_Soil
229859,524285.521,3412904.614,14.0,18.0,4.0,Gravel_Soil
229960,509145.286,3402796.625,19.7,24.8,5.100000000000001,Gravel_Soil
230007,513986.618,3398873.775,16.0,21.5,5.5,Gravel_Soil
230011,513969.352,3397856.243,17.7,19.5,1.8000000000000007,Gravel_Soil
236787,526109.792,3371553.923,20.0,24.6,4.600000000000001,Gravel_Soil
240781,538349.766,3374660.79,14.0,16.0,2.0,Gravel_Soil
241117,540411.293,3391540.187,20.0,21.5,1.5,Gravel_Soil
241129,540695.977,3391830.668,15.0,17.0,2.0,Gravel_Soil
