Borehole ID,X,Y,Top,Bottom,thickness,Layer Name
33204,519297.711,3383170.26,53.6,54.74,1.1400000000000006,Carbonate
33207,519279.8,3383163.27,56.8,57.65,0.8500000000000014,Carbonate
33228,519293.691,3383158.27,52.8,53.1,0.30000000000000426,Carbonate
51032,536891.127,3375847.661,48.7,51.5,2.799999999999997,Carbonate
106103,532350.218,3374454.461,56.7,61.1,4.399999999999999,Carbonate
106170,532488.729,3374230.917,51.2,58.5,7.299999999999997,Carbonate
107501,511102.561,3390794.28,44.0,50.0,6.0,Carbonate
108645,539637.105,3375424.761,49.6,55.0,5.399999999999999,Carbonate
109868,530498.114,3391929.386,51.0,51.5,0.5,Carbonate
109878,530662.387,3392050.946,44.4,45.2,0.8000000000000043,Carbonate
142212,528094.546,3379073.766,42.0,42.2,0.20000000000000284,Carbonate
142213,528097.326,3379081.486,55.1,61.1,6.0,Carbonate
142218,528100.956,3379078.326,56.1,63.2,7.100000000000001,Carbonate
142264,528103.576,3379067.045,55.2,58.0,2.799999999999997,Carbonate
144481,530844.658,3391850.893,57.6,60.6,3.0,Carbonate
144494,530801.567,3391745.422,59.2,62.2,3.0,Carbonate
149265,547643.74,3378254.928,41.5,50.0,8.5,Carbonate
151716,530457.404,3392079.888,44.7,48.4,3.6999999999999957,Carbonate
151736,530714.927,3392022.536,47.5,51.0,3.5,Carbonate
158800,532456.061,3380169.814,55.5,57.3,1.7999999999999972,Carbonate
158803,532441.011,3380159.414,51.0,54.1,3.1000000000000014,Carbonate
172970,523313.98,3378642.267,56.7,63.0,6.299999999999997,Carbonate
172978,523434.701,3378550.826,51.4,52.0,0.6000000000000014,Carbonate
172979,523423.841,3378540.176,45.3,47.1,1.8000000000000043,Carbonate
172985,523485.392,3378494.195,55.0,56.6,1.6000000000000014,Carbonate
172996,523442.241,3378554.336,47.4,48.1,0.7000000000000028,Carbonate
172997,523450.911,3378546.875,45.4,46.8,1.3999999999999986,Carbonate
173619,534615.944,3365421.687,50.3,55.2,4.900000000000006,Carbonate
173634,534556.873,3365494.848,57.0,64.0,7.0,Carbonate
173638,534558.013,3365491.548,56.5,63.5,7.0,Carbonate
173676,534646.904,3365448.897,57.2,64.4,7.200000000000003,Carbonate
173678,534686.715,3365498.988,45.8,46.1,0.30000000000000426,Carbonate
173679,534738.515,3365442.447,46.1,53.2,7.100000000000001,Carbonate
173680,534746.765,3365459.027,42.2,42.7,0.5,Carbonate
185921,531412.71,3380217.38,51.2,52.5,1.2999999999999972,Carbonate
200676,529532.169,3392972.363,52.7,64.0,11.299999999999997,Carbonate
200694,529438.988,3392981.003,55.4,57.8,2.3999999999999986,Carbonate
200699,529467.689,3393089.705,45.4,55.0,9.600000000000001,Carbonate
200700,529407.638,3393070.125,54.4,63.2,8.800000000000004,Carbonate
200871,529530.49,3393169.815,44.5,46.0,1.5,Carbonate
204056,529668.39,3392876.501,49.7,56.2,6.5,Carbonate
206689,520789.562,3378617.541,40.57,44.75,4.18,Carbonate
206718,520796.432,3378602.191,48.31,54.37,6.059999999999995,Carbonate
206723,520803.202,3378600.461,47.1,52.3,5.199999999999996,Carbonate
206738,520817.202,3378603.171,44.6,50.74,6.140000000000001,Carbonate
206747,520821.382,3378595.13,44.47,50.45,5.980000000000004,Carbonate
206780,520840.513,3378592.89,44.6,51.03,6.43,Carbonate
206794,520717.712,3378651.852,45.8,51.4,5.600000000000001,Carbonate
206818,520732.272,3378649.282,46.9,52.9,6.0,Carbonate
206838,520739.512,3378647.411,44.7,50.63,5.93,Carbonate
209245,532370.627,3374212.338,54.3,57.0,2.700000000000003,Carbonate
209728,529623.207,3377866.434,48.3,49.5,1.2000000000000028,Carbonate
212811,516079.049,3376734.996,54.3,56.5,2.200000000000003,Carbonate
213084,518283.919,3383098.315,63.6,66.3,2.6999999999999957,Carbonate
213092,518271.859,3383078.005,63.0,67.0,4.0,Carbonate
213447,520350.708,3378714.194,50.3,61.0,10.700000000000003,Carbonate
216694,529148.806,3393228.918,48.5,53.0,4.5,Carbonate
216703,529137.056,3393211.228,50.3,57.2,6.900000000000006,Carbonate
216704,529157.026,3393215.858,49.5,54.6,5.100000000000001,Carbonate
217218,530548.271,3393132.129,57.2,61.4,4.199999999999996,Carbonate
217275,530564.282,3393132.869,58.4,60.5,2.1000000000000014,Carbonate
218271,519777.479,3367431.212,46.5,53.0,6.5,Carbonate
218302,506841.022,3363381.198,46.1,46.4,0.29999999999999716,Carbonate
218373,556224.488,3356869.042,55.7,66.8,11.099999999999994,Carbonate
218393,538141.874,3354817.469,47.7,48.1,0.3999999999999986,Carbonate
219322,529324.218,3393266.527,40.5,43.3,2.799999999999997,Carbonate
219323,529326.498,3393267.257,40.5,42.2,1.7000000000000028,Carbonate
219359,529352.379,3393273.007,43.2,44.1,0.8999999999999986,Carbonate
219377,529337.109,3393265.607,41.5,43.4,1.8999999999999986,Carbonate
219411,529358.409,3393269.897,42.7,43.8,1.0999999999999943,Carbonate
219433,529352.289,3393265.417,43.2,43.9,0.6999999999999957,Carbonate
219458,529349.179,3393259.387,42.3,44.1,1.8000000000000043,Carbonate
219471,529291.968,3393197.527,44.2,52.2,8.0,Carbonate
219472,529294.898,3393196.847,44.0,52.3,8.299999999999997,Carbonate
219499,529305.218,3393188.287,43.1,51.5,8.399999999999999,Carbonate
219548,529305.418,3393175.916,42.1,51.1,9.0,Carbonate
219549,529308.348,3393175.236,45.2,53.2,8.0,Carbonate
219585,529306.308,3393166.476,43.0,51.3,8.299999999999997,Carbonate
219595,529302.698,3393164.226,44.0,52.3,8.299999999999997,Carbonate
219602,529296.178,3393162.666,42.5,51.3,8.799999999999997,Carbonate
219606,529311.998,3393147.396,55.5,63.8,8.299999999999997,Carbonate
219616,529314.248,3393143.796,55.6,62.7,7.100000000000001,Carbonate
219619,529323.008,3393141.756,55.3,63.5,8.200000000000003,Carbonate
219621,529328.848,3393140.396,54.4,63.2,8.800000000000004,Carbonate
219646,529297.597,3393138.426,54.0,62.0,8.0,Carbonate
219656,529326.808,3393131.626,55.6,64.5,8.899999999999999,Carbonate
219659,529299.837,3393134.826,57.3,66.0,8.700000000000003,Carbonate
219709,529302.957,3393121.776,59.3,67.5,8.200000000000003,Carbonate
219716,529323.408,3393117.016,55.8,64.4,8.600000000000009,Carbonate
219718,529293.507,3393120.896,60.1,68.9,8.800000000000004,Carbonate
219726,529316.888,3393115.456,56.7,65.6,8.899999999999991,Carbonate
219734,529307.437,3393114.576,58.9,67.2,8.300000000000004,Carbonate
219740,529297.997,3393113.696,61.0,69.0,8.0,Carbonate
219745,529312.607,3393110.296,58.0,65.2,7.200000000000003,Carbonate
219768,529268.217,3393175.327,41.2,50.1,8.899999999999999,Carbonate
219780,529292.327,3393142.726,51.3,59.7,8.400000000000006,Carbonate
220976,509813.039,3371203.989,53.2,65.5,12.299999999999997,Carbonate
221010,508621.034,3370887.282,50.5,51.3,0.7999999999999972,Carbonate
221026,508037.557,3370795.604,53.2,62.5,9.299999999999997,Carbonate
221115,510090.153,3371354.549,48.7,60.0,11.299999999999997,Carbonate
221122,509935.94,3371261.349,57.5,65.8,8.299999999999997,Carbonate
221132,509721.447,3371152.139,57.3,66.3,9.0,Carbonate
221158,509136.52,3370969.3,59.1,68.4,9.300000000000004,Carbonate
221162,509037.269,3370952.94,55.5,65.8,10.299999999999997,Carbonate
221176,508686.484,3370897.582,47.5,57.5,10.0,Carbonate
221200,508102.267,3370805.794,53.2,54.1,0.8999999999999986,Carbonate
221202,508067.687,3370800.354,49.8,61.0,11.200000000000003,Carbonate
221206,507963.966,3370784.024,48.5,49.2,0.7000000000000028,Carbonate
224695,522665.086,3377301.056,58.3,61.3,3.0,Carbonate
224703,522592.745,3377253.426,51.7,53.0,1.2999999999999972,Carbonate
224704,522618.205,3377237.835,58.0,58.2,0.20000000000000284,Carbonate
224768,522780.927,3377225.824,56.1,60.0,3.8999999999999986,Carbonate
228839,521096.373,3381746.084,43.6,46.3,2.6999999999999957,Carbonate
228850,521254.754,3381684.243,42.0,44.0,2.0,Carbonate
228857,521288.985,3381678.952,45.5,45.8,0.29999999999999716,Carbonate
228858,521287.795,3381679.122,46.5,52.2,5.700000000000003,Carbonate
228859,521315.015,3381675.732,47.2,59.5,12.299999999999997,Carbonate
228860,521314.335,3381675.222,47.0,47.3,0.29999999999999716,Carbonate
228880,521151.093,3381726.964,41.6,53.5,11.899999999999999,Carbonate
228887,521287.145,3381698.032,49.0,60.1,11.100000000000001,Carbonate
228912,521124.313,3381735.754,41.3,54.5,13.200000000000003,Carbonate
228977,521411.256,3381673.822,58.0,66.4,8.400000000000006,Carbonate
229683,555373.25,3364427.131,48.8,62.5,13.700000000000003,Carbonate
229803,554560.372,3368243.338,44.8,56.6,11.800000000000004,Carbonate
229833,502236.493,3376458.289,42.3,52.3,10.0,Carbonate
229880,534347.862,3407319.356,45.0,57.5,12.5,Carbonate
230151,510985.464,3389767.27,46.3,53.2,6.900000000000006,Carbonate
231028,518932.442,3382392.553,47.0,56.8,9.799999999999997,Carbonate
231029,518956.973,3382393.303,53.2,58.5,5.299999999999997,Carbonate
232098,517881.976,3401498.752,48.2,55.4,7.199999999999996,Carbonate
232099,517921.977,3401493.212,56.3,59.8,3.5,Carbonate
232101,518007.058,3401519.722,48.6,49.4,0.7999999999999972,Carbonate
233500,548310.818,3387375.186,43.5,56.5,13.0,Carbonate
237416,529242.522,3376078.456,40.9,44.7,3.8000000000000043,Carbonate
238981,519776.103,3378962.57,44.0,50.2,6.200000000000003,Carbonate
239101,529184.643,3394372.38,48.8,56.3,7.5,Carbonate
239105,529259.804,3394423.581,49.2,57.5,8.299999999999997,Carbonate
239135,529235.253,3394305.949,49.3,57.6,8.300000000000004,Carbonate
239151,529201.192,3394233.729,48.4,56.4,8.0,Carbonate
239155,529242.603,3394213.758,47.3,55.8,8.5,Carbonate
239165,529369.245,3394291.938,47.2,54.3,7.099999999999994,Carbonate
239217,529152.763,3394383.861,51.0,54.5,3.5,Carbonate
239223,529278.334,3394448.961,48.2,51.3,3.0999999999999943,Carbonate
239232,529427.226,3394443.34,44.2,45.7,1.5,Carbonate
239239,529433.805,3394291.408,46.9,50.5,3.6000000000000014,Carbonate
239259,529338.285,3394357.249,48.2,51.3,3.0999999999999943,Carbonate
239367,522187.056,3398142.701,46.2,52.6,6.399999999999999,Carbonate
240591,506994.954,3370610.928,40.5,51.5,11.0,Carbonate
240593,506462.957,3370419.029,48.4,60.5,12.100000000000001,Carbonate
241429,520347.8,3382813.05,48.6,51.3,2.6999999999999957,Carbonate
241434,520389.391,3382794.01,55.5,66.0,10.5,Carbonate
241443,520349.26,3382738.359,55.6,60.9,5.299999999999997,Carbonate
241451,520430.351,3382731.029,55.2,65.8,10.599999999999994,Carbonate
